"initial_alias","converted_alias","name","description","namespace"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O00499","ENSG00000136717","BIN1","bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P05067","ENSG00000142192","APP","amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P49810","ENSG00000143801","PSEN2","presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P49768","ENSG00000080815","PSEN1","presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P49810","ENSG00000143801","PSEN2","presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q16543","ENSG00000105401","CDC37","cell division cycle 37, HSP90 cochaperone [Source:HGNC Symbol;Acc:HGNC:1735]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q9BQ95","ENSG00000130159","ECSIT","ECSIT signaling integrator [Source:HGNC Symbol;Acc:HGNC:29548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O14879","ENSG00000119917","IFIT3","interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q9BQ95","ENSG00000130159","ECSIT","ECSIT signaling integrator [Source:HGNC Symbol;Acc:HGNC:29548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P02649","ENSG00000130203","APOE","apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P02649","ENSG00000130203","APOE","apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000136279","DBNL","drebrin like [Source:HGNC Symbol;Acc:HGNC:2696]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000164867","NOS3","nitric oxide synthase 3 [Source:HGNC Symbol;Acc:HGNC:7876]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000239775","None","novel transcript, sense overlapping DBNL","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O14879","ENSG00000119917","IFIT3","interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000136279","DBNL","drebrin like [Source:HGNC Symbol;Acc:HGNC:2696]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000164867","NOS3","nitric oxide synthase 3 [Source:HGNC Symbol;Acc:HGNC:7876]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000239775","None","novel transcript, sense overlapping DBNL","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q53EL6","ENSG00000150593","PDCD4","programmed cell death 4 [Source:HGNC Symbol;Acc:HGNC:8763]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O14879","ENSG00000119917","IFIT3","interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q8TB24","ENSG00000100599","RIN3","Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000136279","DBNL","drebrin like [Source:HGNC Symbol;Acc:HGNC:2696]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000164867","NOS3","nitric oxide synthase 3 [Source:HGNC Symbol;Acc:HGNC:7876]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000239775","None","novel transcript, sense overlapping DBNL","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P02649","ENSG00000130203","APOE","apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P02649","ENSG00000130203","APOE","apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P10636","ENSG00000186868","MAPT","microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P10636","ENSG00000231290","APCDD1L-DT","APCDD1L divergent transcript [Source:HGNC Symbol;Acc:HGNC:27152]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q07266","None","None","None",""
"Q16543","ENSG00000105401","CDC37","cell division cycle 37, HSP90 cochaperone [Source:HGNC Symbol;Acc:HGNC:1735]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q9NP59","ENSG00000138449","SLC40A1","solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O00499","ENSG00000136717","BIN1","bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P49768","ENSG00000080815","PSEN1","presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000136279","DBNL","drebrin like [Source:HGNC Symbol;Acc:HGNC:2696]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000164867","NOS3","nitric oxide synthase 3 [Source:HGNC Symbol;Acc:HGNC:7876]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000239775","None","novel transcript, sense overlapping DBNL","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q9WVI9","None","None","None",""
"Q53EL6","ENSG00000150593","PDCD4","programmed cell death 4 [Source:HGNC Symbol;Acc:HGNC:8763]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P49810","ENSG00000143801","PSEN2","presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q9WVI9","None","None","None",""
"P10636","ENSG00000186868","MAPT","microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P10636","ENSG00000231290","APCDD1L-DT","APCDD1L divergent transcript [Source:HGNC Symbol;Acc:HGNC:27152]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q92947","ENSG00000105607","GCDH","glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P49768","ENSG00000080815","PSEN1","presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O75069","ENSG00000133069","TMCC2","transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P07237","ENSG00000185624","P4HB","prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q53EL6","ENSG00000150593","PDCD4","programmed cell death 4 [Source:HGNC Symbol;Acc:HGNC:8763]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P49768","ENSG00000080815","PSEN1","presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P50502","ENSG00000100380","ST13","ST13 Hsp70 interacting protein [Source:HGNC Symbol;Acc:HGNC:11343]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q9NP59","ENSG00000138449","SLC40A1","solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P05067","ENSG00000142192","APP","amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O75069","ENSG00000133069","TMCC2","transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000136279","DBNL","drebrin like [Source:HGNC Symbol;Acc:HGNC:2696]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000164867","NOS3","nitric oxide synthase 3 [Source:HGNC Symbol;Acc:HGNC:7876]","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P29474","ENSG00000239775","None","novel transcript, sense overlapping DBNL","AGILENT_GPL19072,UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P05067","ENSG00000142192","APP","amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O00499","ENSG00000136717","BIN1","bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P23385","None","None","None",""
"P50502","ENSG00000100380","ST13","ST13 Hsp70 interacting protein [Source:HGNC Symbol;Acc:HGNC:11343]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P05067","ENSG00000142192","APP","amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P49810","ENSG00000143801","PSEN2","presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P02649","ENSG00000130203","APOE","apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P04156","ENSG00000171867","PRNP","prion protein [Source:HGNC Symbol;Acc:HGNC:9449]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P31424","None","None","None",""
"P31424","None","None","None",""
"P31424","None","None","None",""
"P06241","ENSG00000010810","FYN","FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q5S007","ENSG00000188906","LRRK2","leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q14254","ENSG00000132589","FLOT2","flotillin 2 [Source:HGNC Symbol;Acc:HGNC:3758]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O75251","ENSG00000115286","NDUFS7","NADH:ubiquinone oxidoreductase core subunit S7 [Source:HGNC Symbol;Acc:HGNC:7714]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q14254","ENSG00000132589","FLOT2","flotillin 2 [Source:HGNC Symbol;Acc:HGNC:3758]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P61764","ENSG00000136854","STXBP1","syntaxin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11444]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q02563","None","None","None",""
"Q9UL51","ENSG00000099822","HCN2","hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2 [Source:HGNC Symbol;Acc:HGNC:4846]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q9UL51","ENSG00000099822","HCN2","hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2 [Source:HGNC Symbol;Acc:HGNC:4846]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P78357","ENSG00000108797","CNTNAP1","contactin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:8011]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P56817","ENSG00000186318","BACE1","beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q96QE2","ENSG00000151229","SLC2A13","solute carrier family 2 member 13 [Source:HGNC Symbol;Acc:HGNC:15956]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O75110","ENSG00000054793","ATP9A","ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
